GO:0000304	Fyn
GO:0002376	Igkv10-96
GO:0002376	Igkv1-110
GO:0002376	Igkv11-125
GO:0002376	Igkv1-117
GO:0002376	Igkv1-122
GO:0002376	Igkv1-131
GO:0002376	Igkv1-132
GO:0002376	Igkv1-133
GO:0002376	Igkv1-135
GO:0002376	Igkv12-38
GO:0002376	Igkv12-41
GO:0002376	Igkv12-44
GO:0002376	Igkv12-46
GO:0002376	Igkv12-89
GO:0002376	Igkv12-98
GO:0002376	Igkv1-35
GO:0002376	Igkv13-84
GO:0002376	Igkv13-85
GO:0002376	Igkv14-100
GO:0002376	Igkv14-111
GO:0002376	Igkv14-126
GO:0002376	Igkv14-130
GO:0002376	Igkv15-103
GO:0002376	Igkv16-104
GO:0002376	Igkv17-121
GO:0002376	Igkv17-127
GO:0002376	Igkv18-36
GO:0002376	Igkv1-88
GO:0002376	Igkv1-99
GO:0002376	Igkv19-93
GO:0002376	Igkv20-101-2
GO:0002376	Igkv2-109
GO:0002376	Igkv2-112
GO:0002376	Igkv2-137
GO:0002376	Igkv3-1
GO:0002376	Igkv3-10
GO:0002376	Igkv3-12
GO:0002376	Igkv3-2
GO:0002376	Igkv3-3
GO:0002376	Igkv3-4
GO:0002376	Igkv3-5
GO:0002376	Igkv3-7
GO:0002376	Igkv3-9
GO:0002376	Igkv4-50
GO:0002376	Igkv4-51
GO:0002376	Igkv4-53
GO:0002376	Igkv4-54
GO:0002376	Igkv4-55
GO:0002376	Igkv4-57
GO:0002376	Igkv4-57-1
GO:0002376	Igkv4-58
GO:0002376	Igkv4-59
GO:0002376	Igkv4-61
GO:0002376	Igkv4-62
GO:0002376	Igkv4-63
GO:0002376	Igkv4-68
GO:0002376	Igkv4-69
GO:0002376	Igkv4-70
GO:0002376	Igkv4-71
GO:0002376	Igkv4-72
GO:0002376	Igkv4-74
GO:0002376	Igkv4-78
GO:0002376	Igkv4-79
GO:0002376	Igkv4-80
GO:0002376	Igkv4-81
GO:0002376	Igkv4-86
GO:0002376	Igkv4-90
GO:0002376	Igkv4-91
GO:0002376	Igkv4-92
GO:0002376	Igkv5-37
GO:0002376	Igkv5-39
GO:0002376	Igkv5-43
GO:0002376	Igkv5-45
GO:0002376	Igkv5-48
GO:0002376	Igkv6-13
GO:0002376	Igkv6-14
GO:0002376	Igkv6-15
GO:0002376	Igkv6-17
GO:0002376	Igkv6-20
GO:0002376	Igkv6-23
GO:0002376	Igkv6-25
GO:0002376	Igkv6-29
GO:0002376	Igkv6-32
GO:0002376	Igkv7-33
GO:0002376	Igkv8-16
GO:0002376	Igkv8-18
GO:0002376	Igkv8-19
GO:0002376	Igkv8-21
GO:0002376	Igkv8-24
GO:0002376	Igkv8-26
GO:0002376	Igkv8-27
GO:0002376	Igkv8-28
GO:0002376	Igkv8-30
GO:0002376	Igkv8-34
GO:0002376	Igkv9-120
GO:0002376	Igkv9-123
GO:0002376	Igkv9-124
GO:0002376	Igkv9-129
GO:0002376	Iglc4
GO:0002376	Iglv1
GO:0002376	Iglv2
GO:0002376	Iglv3
GO:0002376	Igtp
GO:0002376	Iigp1
GO:0002376	Ikbke
GO:0002376	Ikzf1
GO:0002376	Ikzf3
GO:0002376	Il10
GO:0002376	Il12a
GO:0002376	Il12b
GO:0002376	Il12rb1
GO:0002376	Il12rb2
GO:0002376	Il13
GO:0002376	Il13ra2
GO:0002376	Il15
GO:0002376	Il16
GO:0002376	Il17a
GO:0002376	Il17f
GO:0002376	Il17ra
GO:0002376	Il18
GO:0002376	Il18bp
GO:0002376	Il1a
GO:0002376	Il1b
GO:0002376	Il1f10
GO:0002376	Il1rap
GO:0002376	Il1rl1
GO:0002376	Il1rl2
GO:0002376	Il1rn
GO:0002376	Il2
GO:0002376	Il20rb
GO:0002376	Il21
GO:0002376	Il21r
GO:0002376	Il23a
GO:0002376	Il23r
GO:0002376	Il27
GO:0002376	Il27ra
GO:0002376	Il2ra
GO:0002376	Il2rb
GO:0002376	Il2rg
GO:0002376	Il3
GO:0002376	Il31
GO:0002376	Il31ra
GO:0002376	Il33
GO:0002376	Il34
GO:0002376	Il36a
GO:0002376	Il36b
GO:0002376	Il36g
GO:0002376	Il36rn
GO:0002376	Il4
GO:0002376	Il4i1
GO:0002376	Il4i1b
GO:0002376	Il4ra
GO:0002376	Il5
GO:0002376	Il6
GO:0002376	Il7
GO:0002376	Il9
GO:0002376	Il9r
GO:0002376	Ilrun
GO:0002376	Inava
GO:0002376	Inhca
GO:0002376	Inpp5d
GO:0002376	Inppl1
GO:0002376	Ipo7
GO:0002376	Irag2
GO:0002376	Irak1
GO:0002376	Irak1bp1
GO:0002376	Irak2
GO:0002376	Irak3
GO:0002376	Irak4
GO:0002376	Irf1
GO:0002376	Irf2
GO:0002376	Irf3
GO:0002376	Irf4
GO:0002376	Irf5
GO:0002376	Irf6
GO:0002376	Irf7
GO:0002376	Irf8
GO:0002376	Irf9
GO:0002376	Irgm1
GO:0002376	Irgm2
GO:0002376	Isg20
GO:0002376	Itch
GO:0002376	Itga1
GO:0002376	Itga2
GO:0002376	Itga2b
GO:0002376	Itga3
GO:0002376	Itga4
GO:0002376	Itga6
GO:0002376	Itga7
GO:0002376	Itgal
GO:0002376	Itgam
GO:0002376	Itgb2
GO:0002376	Itgb2l
GO:0002376	Itgb3
GO:0002376	Itgb6
GO:0002376	Itgb7
GO:0002376	Itgb8
GO:0002376	Itk
GO:0002376	Jag1
GO:0002376	Jagn1
GO:0002376	Jak1
GO:0002376	Jak2
GO:0002376	Jak3
GO:0002376	Jam2
GO:0002376	Jam3
GO:0002376	Jaml
GO:0002376	Jarid2
GO:0002376	Jchain
GO:0002376	Kars
GO:0002376	Kat5
GO:0002376	Kcnn4
GO:0002376	Kdm1a
GO:0002376	Kif16b
GO:0002376	Kif5b
GO:0002376	Kit
GO:0002376	Kitl
GO:0002376	Klrd1
GO:0002376	Klrg1
GO:0002376	Klrk1
GO:0002376	Kmt2a
GO:0002376	Kmt2e
GO:0002376	Kng1
GO:0002376	Kng2
GO:0002376	Krt1
GO:0002376	Krt16
GO:0002376	Krt6a
GO:0002376	Kynu
GO:0002376	L3mbtl3
GO:0002376	Lacc1
GO:0002376	Lag3
GO:0002376	Lamp3
GO:0002376	Laptm5
GO:0002376	Lat
GO:0002376	Lat2
GO:0002376	Lax1
GO:0002376	Lbp
GO:0002376	Lck
GO:0002376	Lcn2
GO:0002376	Lcp1
GO:0002376	Leap2
GO:0002376	Lgals3
GO:0002376	Lgals9
GO:0002376	Lgr4
GO:0002376	Lif
GO:0002376	Lig4
GO:0002376	Lilrb4a
GO:0002376	Lilrb4b
GO:0002376	Lime1
GO:0002376	Lpin1
GO:0002376	Lrp1
GO:0002376	Lrp8
GO:0002376	Lrrc19
GO:0002376	Lrrc55os
GO:0002376	Lrrfip2
GO:0002376	Lst1
GO:0002376	Lta
GO:0002376	Ltb
GO:0002376	Ltbr
GO:0002376	Ltf
GO:0002376	Ly86
GO:0002376	Ly9
GO:0002376	Ly96
GO:0002376	Lyar
GO:0002376	Lyl1
GO:0002376	Lyn
GO:0002376	Lyst
GO:0002376	Mad2l2
GO:0002376	Madcam1
GO:0002376	Malt1
GO:0002376	Map3k14
GO:0002376	Map3k5
GO:0002376	Map3k8
GO:0002376	Map4k2
GO:0002376	Mapkapk2
GO:0002376	Mapkapk3
GO:0002376	Marchf1
GO:0002376	Marchf2
GO:0002376	Marchf8
GO:0002376	Marco
GO:0002376	Masp1
GO:0002376	Masp2
GO:0002376	Matr3
GO:0002376	Mavs
GO:0002376	Mbl1
GO:0002376	Mbl2
GO:0002376	Mcm3ap
GO:0002376	Mcoln1
GO:0002376	Mcoln2
GO:0002376	Mdk
GO:0002376	Med1
GO:0002376	Mef2c
GO:0002376	Mefv
GO:0002376	Men1
GO:0002376	Mettl3
GO:0002376	Mfhas1
GO:0002376	Mfsd6
GO:0002376	Mia3
GO:0002376	Mid2
GO:0002376	Mif
GO:0002376	Mill1
GO:0002376	Mill2
GO:0002376	Mir223
GO:0002376	Mir301
GO:0002376	Mir511
GO:0002376	Mlh1
GO:0002376	Mmp3
GO:0002376	Mmp9
GO:0002376	Mndal
GO:0002376	Morc3
GO:0002376	Mpeg1
GO:0002376	Mpl
GO:0002376	Mptx1
GO:0002376	Mptx2
GO:0002376	Mr1
GO:0002376	Mrc1
GO:0002376	Ms4a1
GO:0002376	Ms4a2
GO:0002376	Msh2
GO:0002376	Msrb1
GO:0002376	Mst1r
GO:0002376	Mul1
GO:0002376	Mx1
GO:0002376	Mx2
GO:0002376	Myb
GO:0002376	Myd88
GO:0002376	Myo18a
GO:0002376	Myo1c
GO:0002376	Myo1f
GO:0002376	Myo1g
GO:0002376	Mysm1
GO:0002376	N4bp1
GO:0002376	Naglu
GO:0002376	Naip2
GO:0002376	Naip5
GO:0002376	Naip6
GO:0002376	Ncf1
GO:0002376	Nckap1l
GO:0002376	Ndfip1
GO:0002376	Ndp
GO:0002376	Ndst2
GO:0002376	Ndufs4
GO:0002376	Nectin2
GO:0002376	Nedd4
GO:0002376	Nepn
GO:0002376	Neurl3
GO:0002376	Nf1
GO:0002376	Nfam1
GO:0002376	Nfe2l2
GO:0002376	Nfil3
GO:0002376	Nfkb1
GO:0002376	Nfkb2
GO:0002376	Nfkbiz
GO:0002376	Nhej1
GO:0002376	Ninj1
GO:0002376	Nkap
GO:0002376	Nkx2-3
GO:0002376	Nkx2-5
GO:0002376	Nkx3-2
GO:0002376	Nlrc3
GO:0002376	Nlrc4
GO:0002376	Nlrc5
GO:0002376	Nlrp10
GO:0002376	Nlrp1a
GO:0002376	Nlrp1b
GO:0002376	Nlrp3
GO:0002376	Nlrp6
GO:0002376	Nlrp9a
GO:0002376	Nlrp9b
GO:0002376	Nlrp9c
GO:0002376	Nlrx1
GO:0002376	Nmb
GO:0002376	Nmbr
GO:0002376	Nmi
GO:0002376	Nod1
GO:0002376	Nod2
GO:0002376	Nono
GO:0002376	Nos2
GO:0002376	Notch1
GO:0002376	Notch2
GO:0002376	Nppb
GO:0002376	Npy
GO:0002376	Nqo1
GO:0002376	Nr1h4
GO:0002376	Nr3c1
GO:0002376	Nrros
GO:0002376	Ntrk1
GO:0002376	Nts
GO:0002376	Oas1a
GO:0002376	Oas1c
GO:0002376	Oas1d
GO:0002376	Oas1e
GO:0002376	Oas1f
GO:0002376	Oas1g
GO:0002376	Oas1h
GO:0002376	Oas2
GO:0002376	Oas3
GO:0002376	Oasl1
GO:0002376	Oasl2
GO:0002376	Olfm4
GO:0002376	Olr1
GO:0002376	Onecut1
GO:0002376	Oprk1
GO:0002376	Optn
GO:0002376	Orai1
GO:0002376	Orm1
GO:0002376	Orm2
GO:0002376	Osm
GO:0002376	Otop1
GO:0002376	Otub1
GO:0002376	Otud4
GO:0002376	Otud5
GO:0002376	Otud7b
GO:0002376	Otulin
GO:0002376	P01629
GO:0002376	P01630
GO:0002376	P01631
GO:0002376	P01634
GO:0002376	P01635
GO:0002376	P01636
GO:0002376	P01637
GO:0002376	P01638
GO:0002376	P01641
GO:0002376	P01643
GO:0002376	P01644
GO:0002376	P01645
GO:0002376	P01646
GO:0002376	P01647
GO:0002376	P01648
GO:0002376	P01649
GO:0002376	P01652
GO:0002376	P01653
GO:0002376	P01654
GO:0002376	P01655
GO:0002376	P01656
GO:0002376	P01657
GO:0002376	P01658
GO:0002376	P01659
GO:0002376	P01660
GO:0002376	P01661
GO:0002376	P01662
GO:0002376	P01663
GO:0002376	P01664
GO:0002376	P01665
GO:0002376	P01666
GO:0002376	P01667
GO:0002376	P01668
GO:0002376	P01669
GO:0002376	P01670
GO:0002376	P01671
GO:0002376	P01672
GO:0002376	P01673
GO:0002376	P01674
GO:0002376	P01675
GO:0002376	P01676
GO:0002376	P01677
GO:0002376	P01678
GO:0002376	P01679
GO:0002376	P01680
GO:0002376	P01723
GO:0002376	P01724
GO:0002376	P01725
GO:0002376	P01726
GO:0002376	P01727
GO:0002376	P01728
GO:0002376	P01729
GO:0002376	P01915
GO:0002376	P03976
GO:0002376	P03977
GO:0002376	P04224
GO:0002376	P04940
GO:0002376	P04941
GO:0002376	P04943
GO:0002376	P04944
GO:0002376	P04946
GO:0002376	P06344
GO:0002376	P20040
GO:0002376	P2ry14
GO:0002376	P84750
GO:0002376	Padi4
GO:0002376	Pag1
GO:0002376	Parp1
GO:0002376	Parp14
GO:0002376	Parp9
GO:0002376	Patz1
GO:0002376	Pbx1
GO:0002376	Pcbp2
GO:0002376	Pcid2
GO:0002376	Pdcd1
GO:0002376	Pdcd1lg2
GO:0002376	Pde12
GO:0002376	Pde4b
GO:0002376	Pecam1
GO:0002376	Pf4
GO:0002376	Pglyrp1
GO:0002376	Pglyrp2
GO:0002376	Pglyrp3
GO:0002376	Pglyrp4
GO:0002376	Phb
GO:0002376	Phb2
GO:0002376	Phf11a
GO:0002376	Pianp
GO:0002376	Pigr
GO:0002376	Pik3cd
GO:0002376	Pik3cg
GO:0002376	Pik3r1
GO:0002376	Pip
GO:0002376	Pirb
GO:0002376	Pitx2
GO:0002376	Pja2
GO:0002376	Pkn1
GO:0002376	Pla2g1b
GO:0002376	Pla2g2f
GO:0002376	Pla2g4a
GO:0002376	Pla2g5
GO:0002376	Pla2g6
GO:0002376	Plcg2
GO:0002376	Plcl2
GO:0002376	Pld3
GO:0002376	Pld4
GO:0002376	Plec
GO:0002376	Plpp6
GO:0002376	Plscr1
GO:0002376	Plscr2
GO:0002376	Pml
GO:0002376	Pmp22
GO:0002376	Pnp
GO:0002376	Pnp2
GO:0002376	Podxl
GO:0002376	Polb
GO:0002376	Polm
GO:0002376	Polr3a
GO:0002376	Polr3b
GO:0002376	Polr3c
GO:0002376	Polr3d
GO:0002376	Polr3e
GO:0002376	Polr3f
GO:0002376	Polr3g
GO:0002376	Polr3h
GO:0002376	Polr3k
GO:0002376	Pomc
GO:0002376	Pou1f1
GO:0002376	Pou2f2
GO:0002376	Pparg
GO:0002376	Ppbp
GO:0002376	Ppia
GO:0002376	Ppp1r14b
GO:0002376	Ppp1r14bl
GO:0002376	Ppp2r3c
GO:0002376	Ppp6c
GO:0002376	Pqbp1
GO:0002376	Prdm1
GO:0002376	Prdx1
GO:0002376	Prdx2
GO:0002376	Prf1
GO:0002376	Prg2
GO:0002376	Prg3
GO:0002376	Prg4
GO:0002376	Prkcb
GO:0002376	Prkcd
GO:0002376	Prkce
GO:0002376	Prkcq
GO:0002376	Prkd1
GO:0002376	Prkd2
GO:0002376	Prkdc
GO:0002376	Prr7
GO:0002376	Prss56
GO:0002376	Psen1
GO:0002376	Psen2
GO:0002376	Psg17
GO:0002376	Psg18
GO:0002376	Psg22
GO:0002376	Psg29
GO:0002376	Psma1
GO:0002376	Psmb10
GO:0002376	Psmb8
GO:0002376	Psmb9
GO:0002376	Pspc1
GO:0002376	Pstpip1
GO:0002376	Ptgs2os
GO:0002376	Ptk2b
GO:0002376	Ptk6
GO:0002376	Ptms
GO:0002376	Ptn
GO:0002376	Ptpn2
GO:0002376	Ptpn22
GO:0002376	Ptpn6
GO:0002376	Ptprc
GO:0002376	Ptprd
GO:0002376	Ptprj
GO:0002376	Ptx3
GO:0002376	Pycard
GO:0002376	Rab11fip2
GO:0002376	Rab11fip5
GO:0002376	Rab12
GO:0002376	Rab17
GO:0002376	Rab20
GO:0002376	Rab2b
GO:0002376	Rab43
GO:0002376	Rab7b
GO:0002376	Rabgef1
GO:0002376	Rabl3
GO:0002376	Raet1a
GO:0002376	Raet1b
GO:0002376	Raet1c
GO:0002376	Raet1d
GO:0002376	Raet1e
GO:0002376	Rag1
GO:0002376	Rag2
GO:0002376	Rarres2
GO:0002376	Rbm14
GO:0002376	Rbm15
GO:0002376	Rbpj
GO:0002376	Rc3h1
GO:0002376	Rc3h2
GO:0002376	Reg1
GO:0002376	Reg2
GO:0002376	Reg3a
GO:0002376	Reg3b
GO:0002376	Reg3d
GO:0002376	Reg3g
GO:0002376	Rel
GO:0002376	Rela
GO:0002376	Relb
GO:0002376	Rfpl4
GO:0002376	Rfpl4b
GO:0002376	Rgcc
GO:0002376	Rigi
GO:0002376	Riok3
GO:0002376	Ripk2
GO:0002376	Ripk3
GO:0002376	Rnase2a
GO:0002376	Rnase2b
GO:0002376	Rnase6
GO:0002376	Rnf125
GO:0002376	Rnf135
GO:0002376	Rnf166
GO:0002376	Rnf185
GO:0002376	Rnf19b
GO:0002376	Rnf213
GO:0002376	Ro60
GO:0002376	Rock1
GO:0002376	Romo1
GO:0002376	Rpl13a
GO:0002376	Rpl30
GO:0002376	Rpl39
GO:0002376	Rps19
GO:0002376	Rps6
GO:0002376	Rps6ka3
GO:0002376	Rps6kb1
GO:0002376	Rras
GO:0002376	Rsad2
GO:0002376	Rtn4
GO:0002376	Rubcn
GO:0002376	S100a7l2
GO:0002376	S100a8
GO:0002376	S100a9
GO:0002376	S1pr1
GO:0002376	Sac3d1
GO:0002376	Samd9l
GO:0002376	Samhd1
GO:0002376	Samsn1
GO:0002376	Sarm1
GO:0002376	Sash3
GO:0002376	Sbds
GO:0002376	Sbno2
GO:0002376	Scap
GO:0002376	Scimp
GO:0002376	Scnn1b
GO:0002376	Sdhaf4
GO:0002376	Sec14l1
GO:0002376	Sectm1a
GO:0002376	Sectm1b
GO:0002376	Sele
GO:0002376	Sell
GO:0002376	Selp
GO:0002376	Selplg
GO:0002376	Sema4a
GO:0002376	Senp7
GO:0002376	Serinc3
GO:0002376	Serinc5
GO:0002376	Serpina3g
GO:0002376	Serpinb1a
GO:0002376	Serpinb9
GO:0002376	Serpinb9b
GO:0002376	Serpinb9c
GO:0002376	Serpinb9d
GO:0002376	Serpinb9e
GO:0002376	Serpinb9f
GO:0002376	Serpinb9g
GO:0002376	Serpinb9h
GO:0002376	Serping1
GO:0002376	Setd2
GO:0002376	Sfpq
GO:0002376	Sftpd
GO:0002376	Sh2b2
GO:0002376	Sh2d1a
GO:0002376	Sh2d1b1
GO:0002376	Sh2d1b2
GO:0002376	Shfl
GO:0002376	Shld1
GO:0002376	Shld2
GO:0002376	Shld3
GO:0002376	Siae
GO:0002376	Siglecg
GO:0002376	Sin3a
GO:0002376	Sirpa
GO:0002376	Sirt1
GO:0002376	Sit1
GO:0002376	Skap1
GO:0002376	Skp2
GO:0002376	Sla2
GO:0002376	Slamf1
GO:0002376	Slamf6
GO:0002376	Slamf7
GO:0002376	Slamf8
GO:0002376	Slc11a1
GO:0002376	Slc15a3
GO:0002376	Slc15a4
GO:0002376	Slc22a21
GO:0002376	Slc22a5
GO:0002376	Slc25a5
GO:0002376	Slc26a6
GO:0002376	Slc39a7
GO:0002376	Slc40a1
GO:0002376	Slfn1
GO:0002376	Slfn2
GO:0002376	Slfn8
GO:0002376	Slit2
GO:0002376	Slk
GO:0002376	Slpi
GO:0002376	Smad3
GO:0002376	Smad6
GO:0002376	Smad7
GO:0002376	Smcr8
GO:0002376	Smpd3
GO:0002376	Smpdl3b
GO:0002376	Snca
GO:0002376	Socs1
GO:0002376	Sox9
GO:0002376	Sp100
GO:0002376	Sp110
GO:0002376	Sp3
GO:0002376	Spag11a
GO:0002376	Spag11b
GO:0002376	Sphk2
GO:0002376	Spi1
GO:0002376	Spn
GO:0002376	Spns2
GO:0002376	Spon2
GO:0002376	Sppl2a
GO:0002376	Sppl2b
GO:0002376	Sprr2a1
GO:0002376	Sqstm1
GO:0002376	Src
GO:0002376	Srebf1
GO:0002376	Srf
GO:0002376	Srms
GO:0002376	Srp54a
GO:0002376	Srp54b
GO:0002376	Srp54c
GO:0002376	Ssc5d
GO:0002376	Stard7
GO:0002376	Stat1
GO:0002376	Stat3
GO:0002376	Stat5a
GO:0002376	Stat5b
GO:0002376	Stat6
GO:0002376	Sting1
GO:0002376	Stmp1
GO:0002376	Stx11
GO:0002376	Stx4a
GO:0002376	Stx8
GO:0002376	Stxbp1
GO:0002376	Stxbp2
GO:0002376	Stxbp3
GO:0002376	Stxbp4
GO:0002376	Sucnr1
GO:0002376	Sva
GO:0002376	Sval1
GO:0002376	Sval2
GO:0002376	Sval3
GO:0002376	Syk
GO:0002376	Syncrip
GO:0002376	Tac1
GO:0002376	Tacr1
GO:0002376	Tap1
GO:0002376	Tap2
GO:0002376	Tapbpl
GO:0002376	Tarm1
GO:0002376	Tasl
GO:0002376	Tbk1
GO:0002376	Tbkbp1
GO:0002376	Tbx21
GO:0002376	Tcf21
GO:0002376	Tcim
GO:0002376	Tcirg1
GO:0002376	Tec
GO:0002376	Tek
GO:0002376	Tet2
GO:0002376	Tex101
GO:0002376	Tfe3
GO:0002376	Tfeb
GO:0002376	Tgfb1
GO:0002376	Tgfb2
GO:0002376	Tgfbr3
GO:0002376	Tgtp1
GO:0002376	Themis
GO:0002376	Themis2
GO:0002376	Ticam1
GO:0002376	Ticam2
GO:0002376	Tifa
GO:0002376	Tirap
GO:0002376	Tkfc
GO:0002376	Tlr1
GO:0002376	Tlr11
GO:0002376	Tlr12
GO:0002376	Tlr13
GO:0002376	Tlr2
GO:0002376	Tlr3
GO:0002376	Tlr4
GO:0002376	Tlr5
GO:0002376	Tlr6
GO:0002376	Tlr7
GO:0002376	Tlr8
GO:0002376	Tlr9
GO:0002376	Tlx1
GO:0002376	Tmem106a
GO:0002376	Tmem176b
GO:0002376	Tmem33
GO:0002376	Tmem43
GO:0002376	Tmem45b
GO:0002376	Tnf
GO:0002376	Tnfaip3
GO:0002376	Tnfaip8l2
GO:0002376	Tnfrsf11a
GO:0002376	Tnfrsf13b
GO:0002376	Tnfrsf13c
GO:0002376	Tnfrsf14
GO:0002376	Tnfrsf17
GO:0002376	Tnfrsf18
GO:0002376	Tnfrsf1b
GO:0002376	Tnfrsf21
GO:0002376	Tnfsf10
GO:0002376	Tnfsf11
GO:0002376	Tnfsf12
GO:0002376	Tnfsf13
GO:0002376	Tnfsf13b
GO:0002376	Tnfsf14
GO:0002376	Tnfsf15
GO:0002376	Tnfsf18
GO:0002376	Tnfsf4
GO:0002376	Tnfsf8
GO:0002376	Tnfsf9
GO:0002376	Tnip1
GO:0002376	Tnip3
GO:0002376	Tollip
GO:0002376	Tomm70a
GO:0002376	Top2b
GO:0002376	Tox
GO:0002376	Tpd52
GO:0002376	Trac
GO:0002376	Traf3
GO:0002376	Traf3ip2
GO:0002376	Traf3ip3
GO:0002376	Traf4
GO:0002376	Traf6
GO:0002376	Trafd1
GO:0002376	Trat1
GO:0002376	Trav15d-1-dv6d-1
GO:0002376	Trav15n-2
GO:0002376	Trav16
GO:0002376	Trav16d-dv11
GO:0002376	Trav16n
GO:0002376	Trdv2-1
GO:0002376	Trdv2-2
GO:0002376	Trdv4
GO:0002376	Trdv5
GO:0002376	Trem1
GO:0002376	Trem2
GO:0002376	Trem3
GO:0002376	Treml4
GO:0002376	Trex1
GO:0002376	Trf
GO:0002376	Trgv1
GO:0002376	Tril
GO:0002376	Trim10
GO:0002376	Trim11
GO:0002376	Trim12a
GO:0002376	Trim12c
GO:0002376	Trim13
GO:0002376	Trim14
GO:0002376	Trim15
GO:0002376	Trim21
GO:0002376	Trim25
GO:0002376	Trim26
GO:0002376	Trim27
GO:0002376	Trim28
GO:0002376	Trim29
GO:0002376	Trim30a
GO:0002376	Trim30b
GO:0002376	Trim30c
GO:0002376	Trim30d
GO:0002376	Trim31
GO:0002376	Trim32
GO:0002376	Trim34a
GO:0002376	Trim34b
GO:0002376	Trim35
GO:0002376	Trim38
GO:0002376	Trim40
GO:0002376	Trim43a
GO:0002376	Trim43b
GO:0002376	Trim43c
GO:0002376	Trim5
GO:0002376	Trim52
GO:0002376	Trim55
GO:0002376	Trim56
GO:0002376	Trim58
GO:0002376	Trim59
GO:0002376	Trim6
GO:0002376	Trim62
GO:0002376	Trim68
GO:0002376	Trim8
GO:0002376	Triml1
GO:0002376	Triml2
GO:0002376	Trp53
GO:0002376	Trpm2
GO:0002376	Trpm4
GO:0002376	Tsc1
GO:0002376	Tshr
GO:0002376	Tslp
GO:0002376	Ttc4
GO:0002376	Ttll1
GO:0002376	Ttll12
GO:0002376	Txk
GO:0002376	Tyk2
GO:0002376	Tyro3
GO:0002376	Tyrobp
GO:0002376	Ubd
GO:0002376	Ulbp1
GO:0002376	Umod
GO:0002376	Unc93b1
GO:0002376	Usp14
GO:0002376	Usp15
GO:0002376	Usp25
GO:0002376	Usp27x
GO:0002376	Usp29
GO:0002376	Vamp3
GO:0002376	Vamp4
GO:0002376	Vamp8
GO:0002376	Vav1
GO:0002376	Vegfa
GO:0002376	Vim
GO:0002376	Vip
GO:0002376	Vnn1
GO:0002376	Vpreb1a
GO:0002376	Vpreb1b
GO:0002376	Vpreb3
GO:0002376	Vps26b
GO:0002376	Vps54
GO:0002376	Vsir
GO:0002376	Vtcn1
GO:0002376	Vtn
GO:0002376	Wap
GO:0002376	Was
GO:0002376	Washc1
GO:0002376	Wdr1
GO:0002376	Wdr41
GO:0002376	Wfdc10
GO:0002376	Wfdc11
GO:0002376	Wfdc12
GO:0002376	Wfdc13
GO:0002376	Wfdc15a
GO:0002376	Wfdc15b
GO:0002376	Wfdc16
GO:0002376	Wfdc17
GO:0002376	Wfdc18
GO:0002376	Wfdc2
GO:0002376	Wfdc21
GO:0002376	Wfdc3
GO:0002376	Wfdc5
GO:0002376	Wfdc9
GO:0002376	Wnt5a
GO:0002376	Wrnip1
GO:0002376	Xcl1
GO:0002376	Xcr1
GO:0002376	Xrcc4
GO:0002376	Xrcc5
GO:0002376	Xrcc6
GO:0002376	Yes1
GO:0002376	Ythdf1
GO:0002376	Ythdf2
GO:0002376	Yy1
GO:0002376	Zap70
GO:0002376	Zbp1
GO:0002376	Zbtb1
GO:0002376	Zbtb12
GO:0002376	Zbtb2
GO:0002376	Zbtb20
GO:0002376	Zbtb24
GO:0002376	Zbtb25
GO:0002376	Zbtb26
GO:0002376	Zbtb32
GO:0002376	Zbtb33
GO:0002376	Zbtb34
GO:0002376	Zbtb37
GO:0002376	Zbtb39
GO:0002376	Zbtb45
GO:0002376	Zbtb46
GO:0002376	Zbtb49
GO:0002376	Zbtb6
GO:0002376	Zbtb7a
GO:0002376	Zc3h12a
GO:0002376	Zc3hav1
GO:0002376	Zcchc3
GO:0002376	Zdhhc1
GO:0002376	Zdhhc11
GO:0002376	Zdhhc18
GO:0002376	Zdhhc5
GO:0002376	Zfp131
GO:0002376	Zfp3
GO:0002376	Zfp35
GO:0002376	Zfp422
GO:0002376	Zfp580
GO:0002376	Zfp683
GO:0002376	Zfp809
GO:0002376	Zfp958
GO:0002376	Zfp965
GO:0002376	Zfpm1
GO:0002376	Znfx1
GO:0002376	Zp3
GO:0002376	Zp3r
GO:0002376	Zyx
GO:0002381	B2m
GO:0002381	Crlf2
GO:0002381	Enpp1
GO:0002381	Fgl2
GO:0002381	Gapt
GO:0002381	H2-Aa
GO:0002381	H2-Ab1
GO:0002381	H2-DMa
GO:0002381	H2-DMb1
GO:0002381	H2-DMb2
GO:0002381	H2-Ea
GO:0002381	H2-Eb1
GO:0002381	H2-Eb2
GO:0002381	H2-Oa
GO:0002381	H2-Ob
GO:0002381	Iglc4
GO:0002381	Mad2l2
GO:0002381	Mlh1
GO:0002381	Msh2
GO:0002381	Nfkbiz
GO:0002381	Nod2
GO:0002381	P01915
GO:0002381	P04224
GO:0002381	P06344
GO:0002381	P20040
GO:0002381	Pou2f2
GO:0002381	Shld1
GO:0002381	Shld2
GO:0002381	Shld3
GO:0002381	Trex1
GO:0002383	Trex1
GO:0002384	Il6
GO:0002385	Apoa4
GO:0002385	AY761185
GO:0002385	Bpifb1
GO:0002385	Camp
GO:0002385	Cd160
GO:0002385	Defa1
GO:0002385	Defa10
GO:0002385	Defa11
GO:0002385	Defa13
GO:0002385	Defa14
GO:0002385	Defa15
GO:0002385	Defa16
GO:0002385	Defa17
